id,status,votes,title,avg_age,polarity,budget,category,level,district,detailed_localization,description,attachments
397,niewybrany,80,Tajemniczy ogród - rewitalizacja podwórza przy ul. Hallera 160-176 ,40.5375,3,250000,rewitalizacja,do 250 000 zł,"Grabiszym-Grabiszynek, Krzyki-Partynice, Oporów, Klecina",brak.,"Jesteśmy grupą mieszkańców, którym nie jest obojętna przestrzeń, która nas otacza i w której Wszyscy żyjemy. 

Dlatego też w tegorocznej edycji Wrocławskiego Budżetu Obywatelskiego zgłaszamy projekt rewitalizacji podwórza przy ul. Hallera 160-176.

Podwórze to znajduje się w bezpośrednim sąsiedztwie Parku Grabiszyńskiego, uznaliśmy więc, że  naturalnym jego uzupełnieniem będzie ogród. TAJEMNICZY OGRÓD.

Skąd taki pomysł? 

Otóż podwórze to znajduje się przy bardzo ruchliwej ul. Hallera, która jest częścią Obwodnicy Śródmiejskiej. Mieszkanie w tym miejscu wiąże się z uciążliwym hałasem i zanieczyszczonym powietrzem. 
W związku z tym mieszkańcy potrzebują miejsca, gdzie będą  mogli odpocząć od zgiełku miasta.
Niestety podwórze to, nieremontowane i notorycznie niszczone, z roku na rok wygląda co raz gorzej. 
Zależy nam aby przywrócić mu dawny blask i aby jak dawniej było miejscem spotkań mieszkańców.

Ogród to rośliny. I właśnie dzięki roślinom  stworzymy przestrzeń do relaksu i odpoczynku tak bardzo potrzebnego  w czasach, w których atakowani jesteśmy z każdej strony mnóstwem informacji i obrazów.   
Niskie drzewa,  krzewy, byliny i kwiaty zapewnią przepiękną scenerię dla wyciszenia i oderwania się od codziennych spraw.

Rośliny żyją, a więc też rozrastają się. Oznacza to, że trzeba o nie dbać i je pielęgnować. Zależy nam aby właśnie te prace wspólnie wykonywali mieszkańcy, dzięki czemu jeszcze lepiej będą mogli poznać swoich sąsiadów i docenić  miejsce, które ich otacza.
Uzupełnieniem wszechobecnej roślinności będą elementy małej architektury tj. nowe ławki, klomby, kosze na śmieci itp. 
Wierzymy, że zielone enklawy są przyszłością naszego miasta. Stwórzmy zatem jedną z nich.
","[['files/attachments_2016/397/91daa66e89fddf7def542bce8da4d8ce.doc', '\n\n\nZałącznik nr 1(    26.00 KB)\n\n']]"
665,wycofany,,Oczko wodne  u zbiegu ul.Strachowskiego i Pszczelarskiej. ,0,0,18000,zieleń/rekreacja,do 250 000 zł,"Ołtaszyn, Wojszyce, Jagodno","aktualny staw, kiedyś zbiornik przeciwpożarowy zlokalizowany przy ul.Strachowskiego-Pszczelarska Ołtaszyn",wykonanie nowego ogrodzenia bardziej estetycznego niż obecne wraz z ustawieniem dwóch -trzech ławek .,[]
2,wycofany,,Rowerowo na północy Wrocławia – budowa ścieżek rowerowych łączących północne osiedla z centrum ,0,-1,1000000,piesze/rowerowe,do 1 000 000 zł,projekt ogólnomiejski,Ul. Sułowska od mostu Widawskiego do ronda Obrońców Grodna,"Celem projektu jest stworzenie bezpiecznych tras rowerowych łączących osiedla położone w północnej części miasta z istniejącymi trasami rowerowymi prowadzącymi do centrum i na obwodnicy śródmiejskiej . W pierwszym etapie wnioskuję o wybudowanie ścieżki rowerowej od mostu Widawskiego do ścieżek znajdujących się na ul. Żmigrodzkiej.  Ul. Sułowska jest pozbawiona bezpiecznych tras rowerowych, których nie uwzględniono niestety w projekcie przebudowy ulicy po wybudowaniu kanalizacji  na osiedlu Widawa. Z powodu bardzo dużego ruchu samochodowego na tej ulicy, także tranzytowego ruchu ciężarowego, poruszanie się rowerem jest bardzo niebezpieczne. Budowa ścieżki rowerowej  na ul. Sułowskiej, także pod AOW umożliwiłaby korzystanie z transportu rowerowego nie tylko mieszkańcom osiedli zlokalizowanych w pobliżu, ale także wszystkim rowerzystom poruszającym się na trasie Wrocław-Trzebnica, dlatego projekt ma znaczenie ponad lokalne i proszę o zakwalifikowanie go do puli projektów ogólnomiejskich.  Drugim newralgicznym odcinkiem jest pozbawiony bezpiecznych tras rowerowych ciąg ulic od mostu Pęgowskiego do ścieżek rowerowych na ul. Obornickiej i Jana Nowaka-Jeziorańskiego, zwłaszcza bardzo niebezpieczny fragment ul. Pełczyńskiej od stacji Wrocław-Osobowice do Mobilnego Muzeum Militarnego (Fort Piechoty nr 9). Jest to ważna trasa tranzytowa w kierunku Obornik Śląskich. Ciąg tych ulic powinien być przebudowany tak, aby zapewnić również bezpieczeństwo pieszych, ale taka kompleksowa inwestycja wykracza poza możliwości projektu WBO. ",[]
337,niewybrany,3026,Park Jedności– miejska rekreacja ,38.6731658956,-1,1000000,zieleń/rekreacja,do 1 000 000 zł,projekt ogólnomiejski,"Teren zieleni miejskiej znajdujący się w budowanym Parku Jedności wzdłuż ulicy Królewskiej na osiedlu Zakrzów w dzielnicy Psie Pole-Zawidawie; część od skrzyżowania w obrębie ul. Charkowskiej i Kurskiej do ul. Kujbyszewskiej.
Działka: 30/13, arkusz mapy 18, obręb Zakrzów","Projekt obejmuje budowę części rekreacyjnej Parku Jedności, która ma służyć wszystkim mieszkańcom Wrocławia, również zamieszkujących inne osiedla niż Psie Pole, gdzie znajduje się teren parku. W ramach środków zdobytych w WBO 2014 i 2015 wkrótce powstanie część parku obejmująca teren wzdłuż ul. Królewskiej od Irkuckiej do okolic ul. Kurskiej. Wykonano również koncepcję zabudowy całości Parku, na której opiera się niniejsza propozycja. 

W ramach niniejszego projektu nastąpi realizacja ogólnomiejskiej części Parku, która obejmie budowę: strefy zieleni przeznaczonej do spacerów i innych form wypoczynku; strefy rekreacyjnej wraz z urządzeniami do pokonywania przeszkód (parkour), urządzeniami do miejskiej wspinaczki (boulderingu), torem do gry w bule, stołem do tenisa.

Część rekreacyjna zostanie wyposażona w odpowiednią infrastrukturę: latarnie parkowe, ławki, stojaki rowerowe, meble miejskie, śmietniki oraz dokonane zostaną nasadzenia zieleni: drzew, krzewów.

Przedkładany projekt był wielokrotnie konsultowany z mieszkańcami Psiego Pola, odnosi się również do niezaspokojonych istotnych potrzeb wszystkich Wrocławian. Jak wykazują różnorodne sondaże, badania i obserwacje, mieszkańcom Wrocławia najbardziej brakuje miejsc rekreacyjnych, gdzie mogliby zdrowo i aktywnie spędzać czas. Park będzie kolejnym z „zielonych płuc” Wrocławia, co jest bardzo istotne z punktu widzenia wysokiego poziomu zanieczyszczenia powietrza w naszym mieście.
",[]
25,niewybrany,120,"Oświetlenie podwórza w obrębie kamienic przy ul. Lompy, Jaracza, Orzeszkowej, Daszyńskiego. ",37.7416666667,3,100000,inne,do 250 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"Projekt zakłada budowę instalacji oświetleniowej podwórza znajdującego się w obrębie kamienic przy ul. Lompy, Jaracza, Orzeszkowej i Daszyńskiego. Obecnie nie jest ono w żaden sposób oświetlone, co w oczywisty sposób utrudnia mieszkańcom poruszanie się po zmroku (np. w drodze do auta, śmietnika, czy na spacerze z psem). Nie bez znaczenia jest także bezpieczeństwo lokatorów, które dzięki oświetleniu ulegnie poprawie. Na chwilę obecną, mienie mieszkańców (samochody, rowery) nie znajduje się pod żadną kontrolą, ponieważ w godzinach wieczornych praktycznie nie widać co dzieje się pod oknami. Budowa instalacji z pewnością poprawiłaby także poczucie bezpieczeństwa osób starszych, które szczególnie narażone są kradzieże i napady. Co więcej, ze względu na ten stan rzeczy amatorzy różnorakich trunków i używek czują się tam bezkarni i upodobali sobie ławki znajdujące się w podwórzu.

Założeniem projektu jest budowa instalacji z 2-4 lampami (w zależności od mocy). W związku ze sporymi oszczędnościami proponowane są lampy LED. Ponadto charakteryzują się one wysoką wydajnością oraz długą żywotnością żarówek. Do kosztu lamp należy doliczyć także koszty przyłączenia do sieci, koszty zlecenia bądź wynagrodzenia oraz być może inne koszty.
",[]
430,wycofany,,Ambulans od mieszkańców - Rejon nr 8 ,0,0,750000,inne,do 750 000 zł,"Ołtaszyn, Wojszyce, Jagodno",brak.,We Wrocławiu brakuje ambulansów. W tym momencie Pogotowie Ratunkowe we Wrocławiu dysponuje ok 25 karetkami. Za kwotę 750 000 zł można kupić ambulans w postaci busa wraz z pełnym wyposażeniem oraz doposażyć stację ratunkową lub stworzyć nowy punkt przy wybranej przychodni.,[]
736,wycofany,,Parki otwarte na mieszkańców: kładka pieszo-rowerowa nad Fosą Miejską. ,0,0,1000000,piesze/rowerowe,do 1 000 000 zł,projekt ogólnomiejski,brak.,"Celem projektu jest budowa kładki pieszo-rowerowej nad Fosą Miejską, łączącej Promenadę Staromiejską z parkiem zlokalizowanym pomiędzy ulicami Podwale i Zygmunta Krasińskiego.

Potrzeba realizacji projektu wynika ze znacznego deficytu terenów zielonych i rekreacyjnych w obrębie osiedli Przedmieście Oławskie i Stare Miasto. Poza koniecznością tworzenia nowych terenów zielonych, niezwykle ważne jest zwiększenie dostępności mieszkańców do terenów już istniejących, poprzez przedłużanie naturalnych ciągów pieszych i rowerowych.

Celem projektu jest zwiększenie dostępności mieszkańców do istniejących terenów zielonych i rekreacyjnych, poprzez łączenie istniejących ciągów pieszych i rowerowych.",[]
258,niewybrany,233,"Oświetlenie Wnętrza Podwórkowego w obrębie ulic Nowowiejska, Wyszyńskiego, Orzeszkowej, Jaracza ",43.339055794,-3,150000,rewitalizacja,do 250 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie",brak.,"Podwórko znajduje się w dzielnicy Śródmieście, osiedle Ołbin. Wnętrze położone jest w ścisłym sąsiedztwie ul. Nowowiejskiej (wkrótce modernizowanej), ul. Wyszyńskiego oraz Parku im. Stanisława Tołpy. W najbliższym sąsiedztwie podwórka znajdują się szkoły (w tym Wydział Architektury Politechniki Wrocławskiej), przedszkola, kluby młodzieżowe oraz Dom Edyty Stein i wiele miejsc spotkań mieszkańców.
W części wnętrza podwórkowego znajduje się Ośrodek Zdrowia, który w latach wcześniejszych pełnił funkcję żłobka, oraz Centrum Kardiologiczne ProCorde.
Ze zmodernizowanego podwórka chętnie będą korzystali mieszkańcy okolicznych Wspólnot mieszkaniowych (rodziny z małymi dziećmi, seniorzy a także młodzież i osoby w średnim wieku). Obecnie mieszkańcy sami upiększają podwórko organizując drobne nasadzenia i sprzątanie. Unowocześnienie wnętrza zintegruje lokalną społeczność, połączy pokolenia i zwiększy poczucie bezpieczeństwa oraz podniesie standard życia mieszkańców.
Obecnie stan podwórka jest katastrofalny. Na środku podwórka zlokalizowany jest nielegalny śmietnik, który zagraża bezpieczeństwu mieszkańców. Śmietnik znajduje się w obrębie boiska do piłki koszykowej, które jest stale wykorzystywane przez młodzież.

Założenia projektu:
1.	budowa wiat śmietnikowych i rozmieszczenie śmietników
2.	wymiana nawierzchni + odwodnienie
3.	nowe nasadzenia, ławki i rozmieszczenie miejsc parkingowych
4.	odtworzenie piaskownicy
","[['files/attachments_2016/258/2603f71fce60d9b0e62cc511683f0615.jpg', '\n\n\n\n\n']]"
352,niewybrany,54,"Szersze chodniki i węższe jezdnie na Nadodrzu - spowolnienie ruchu samochodów nie zmniejszając liczby miejsc parkingowych na ulicy Chrobrego, św. Wincentego, Staszica ",37.037037037,1,300000,piesze/rowerowe,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie","Wrocław ul. Chrobrego, św. Wincentego, Staszica","Wiele ulic na Nadodrzu jest zastawionych samochodami utrudniając poruszanie się pieszym. Z racji swojego centralnego położenia na Nadodrzu występuje wzmożony ruch tranzytowy. Jednocześnie, z nieznanych powodów, jezdnie są szerokie (zdecydowanie za szerokie) a chodniki zastawione zaparkowanymi samochodami. Należy te proporcje odwrócić: przywrócić chodniki pieszym zawężając jednocześnie jezdnie. Przy okazji trzeba pamiętać także o mieszkańcach i przyjezdnych którzy poruszają się autami i nie należy zmniejszać liczby istniejących obecnie miejsc do parkowania (to ważne ponieważ w przeciwnym wypadku nie uzyska się poparcia mieszkańców co pokazały na przykład konsultacje społeczne dla projektu ""Uspokojenie ruchu na Nadodrzu z przełomu 2013/2014). Projekt miałby zostać zrealizowany na ulicy Chrobrego, św. Wincentego i Staszica. Aby nie generować niepotrzebnych kosztów należy po prostu zmienić znaki określające sposób parkowania, namalować linie, dodać słupki ograniczające możliwość wjazdu na chodnik (lub lepiej kwietniki i klomby).","[['files/attachments_2016/352/ca7469cf97a22f924f559e46004f84e9.JPG', '\n\n\n\n\n']]"
560,niewybrany,739,Droga osiedlowa  ,52.9566982409,2,750000,drogowe,do 750 000 zł,"Pilczyce-Kozanów-Popowice Płn., Gądów-Popowice Płd., Szczepin",brak.,"Dotyczy : naprawy łącznika drogi  i oznakowanie 
- zjazd z ulicy Pilczyckiej  na osiedle Kozanów przy domu kultury Anima -fragment starej drogi , około 300-400 m 
Po wykonaniu linii tramwajowej  31 -32 zmieniono organizacje ruchu ,wykorzystując do tego stary fragment ul.Pilczyckiej która na dziś wygląda jak ""poligon"" również traktowana jest jako miejsce parkingowe dla samochodów ciężarowych co powoduje organicznie w ruchu.
Naprawa tej drogi poprawi komfort wjazdu i wyjazdu wszystkim mieszkańcom tej części osiedla.
Modra, Pliczycka, Gołężycka , Dzielna, Kolista ",[]
215,wycofany,,Utwardzenie ścieżki pobocza dla pieszych przy ulicy Płaskiej po stronie wschodniej / odcinek od skrzyżowania z ul. Żernicką  do odcinka z ulicą Graniczną / z połączeniem ścieżki do Parku Tysiąclecia. ,0,0,500000,piesze/rowerowe,do 750 000 zł,"Muchobór Wielki, Żerniki, Jerzmanowo-Jarnołtów-Strachowice-Osiniec",brak.,Na ulicy Płaskiej nie ma miejsca dla pieszych.Wchodzenie na jezdnie jest niebezpieczne.Pośrodku ulicy Płaskiej jest polna droga prowadząca do Parku Tysiąclecia którą można by również utwardzić.,[]
653,niewybrany,205,Żabią Ścieżką nad Odrę - uzupełnienie braku ciągu komunikacyjnego na ul. Okólnej ,38.512195122,2,700000,piesze/rowerowe,do 750 000 zł,"Przedmieście Oławskie, Księże, Brochów, Bieńkowice",Część okolicy Okólnej - od istniejącej utwardzonej części ulicy Okólnej do ulicy Rakowieckiej,"Żabia Ścieżka jest bardzo miłą alejką spacerową dla mieszkańców Przedmieścia Oławskiego, niestety jednak prowadzi ""donikąd"" - urywa się przy ulicy Okólnej, której część prowadząca w stronę Odry nie jest nawet utwardzona, brakuje na niej nawet chodnika. Przejście w stronę Odry jest często niemożliwe z powodu błota, kałuż czy zalegającego śniegu. Uzupełnienie braku infrastruktury komunikacyjnej na ulicy umożliwiłoby kontynuacje spaceru suchą stopą aż do do Odry czy Zoo i znacznie poprawiłoby wygląd dzielnicy, która znajduje się przecież w centrum miasta.","[['files/attachments_2016/653/ac390755bb4767809c668d4c6e90b9a7.JPG', '\n\n\n\n\n'], ['files/attachments_2016/653/76eedfc3c7c12462499288a4eab04661.JPG', '\n\n\n\n\n']]"
573,wycofany,,Trasa biegowa / rowerowa Stadion Wrocław - Park Pilczycki ,0,2,500000,zieleń/rekreacja,do 750 000 zł,"Pilczyce-Kozanów-Popowice Płn., Gądów-Popowice Płd., Szczepin",brak.,"Ideą projektu jest budowa oświetlonych tras dla biegaczy i rowerzystów w Parku Pilczyckim. Trasy biegowe/rowerowe przebiegałyby wzdłuż rzeki Ślęzy w kierunku Stawu Pilczyckiego i wokół niego.  Ścieżki zostałyby oświetlone. 
Park Pilczycki jest bardzo pięknym miejscem. Osoby aktywne fizycznie, kochające sport odnalazłyby tam cudowne miejsce do ćwiczeń. Oświetlenie poprawiłoby bezpieczeństwo i pozwoliło na wieczorne wypady rowerowe / jogging lub po prostu na spacer. Z tak zagospodarowanego miejsca skorzystałyby chętnie osoby młode, ale także starsze, rodzice z dziećmi oraz pary.",[]
595,wycofany,,Zielony Ołbin – nasadzenia drzew wzdłuż ulicy Żeromskiego  ,0,1,750000,zieleń/rekreacja,do 750 000 zł,"Nadodrze, Ołbin, Stare Miasto, Plac Grunwaldzki, Przedmieście Świdnickie","ulica ŻEROMSKIEGO od Jedności Narodowej do Orzeszkowej po obu stronach i od Nowowiejskiej do Oleśnickiej po obu stronach ( czyli z wyłączeniem przewężenia na odcinku Orzeszkowej- Nowowiejska)  oraz ulica Orzeszkowej na odcinku Barlickiego – Żeromskiego po stronie parzystej (jako uzupełnienie i kontynuacja istniejących nasadzeń). Nasadzenia na chodnikach w odległości ok. 1,5 m od skrajni jezdni.","Radykalnie zawężamy projekt: do części ulicy Żeromskiego jako głównej ulicy pierwotnego założenia biegnącej przez cały Ołbin oraz niewielkiego fragmentu ulicy Orzeszkowej (uzupełnienie istniejącego szpaleru drzew na odcinku Wyszyńskiego – Barlickiego po stronie parzystej), co zmniejszy koszty realizacji i późniejszego utrzymania, a także znacznie ograniczy trudności związane z realizacją (głównie kwestią kolizyjności z infrastrukturą podziemną). 

","[['files/attachments_2016/595/e187e547fc653a3a17007cfc805947ef.png', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/595/933a99552f79921c7c5f254d9c19d16e.docx', '\n\n\nFormularz poprawkowy(    7.22 MB)\n\n']]"
642,niewybrany,52,Stacje roweru miejskiego Nextbike - Osobowice - os. wielorodzinne ,37.9230769231,0,250000,piesze/rowerowe,do 250 000 zł,"Osobowice-Rędzin, Świniary, Lipa Piotrowska, Widawa, Polanowice-Poświętne-Ligota, Sołtysowice",brak.,"Wrocławski Rower Miejski okazał się wielkim sukcesem w obrębie centrum. Wciąż jednak obszary poza obwodnicą śródmiejską są z niego wykluczone. Tymczasem w Bydgoszczy czy Warszawie rower miejski funkcjonuje również w obszarach oddalonych od centrum. Dlatego proponujemy utworzenie stacji WRM przy osiedlu wielorodzinnym na Osobowicach. Proponujemy kilka możliwych lokalizacji z których ostateczna lokalizacja zostanie ustalona w konsultacjach z mieszkańcami oraz studentami. Oszacowanie na poziomie 150 tysięcy zostało przyjęte na podstawie sugestii osób administrujących WBO.
",[]
781,niewybrany,98,Wykonanie oświetlenia ulicznego (8 lamp) na nieoświetlonym fragmencie ulicy Kłokoczyckiej ,44.3673469388,0,200000,piesze/rowerowe,do 250 000 zł,"Pawłowice, Psie Pole-Zawidawie","Wrocław, Kłokoczyce","Projekt zgłoszony na formularzu papierowym, skan wniosku znajduje się w załączniku.","[['../wbo2016/files/attachments_2016/781/12cde9571a92769640cbf619872c903a.pdf', '\n\n\nZałącznik nr 1(    1.00 MB)\n\n']]"
767,wycofany,,Oświetlenie jezdni + budowa pobocza/drogi rowerowej na ul. I.Mościckiego ,0,2,750000,drogowe,do 750 000 zł,"Przedmieście Oławskie, Księże, Brochów, Bieńkowice",brak.,"Projekt zakłada oświetlenie jezdni od skrzyżowania ulic Topolowa-Mościckiego do przystanku ""Wiaduktowa"" oraz  wybudowanie oddzielnej drogi rowerowej na długości od ul. Topolowej po rozdroże dróg Gazowa i Karwińska. 
Inwestycja taka jest niezmiernie potrzebna mieszkańcom Brochowa jak i dla osób przejeżdżających przez  dzielnicę. 
Wspomniana trasa jest niewyobrażalnie niebezpieczna dla pieszych, rowerzystów jak i dla samych kierowców. Droga niezwykle uczęszczana nie posiada żadnego oświetlenia, w dodatku nie ma przygotowanego pobocza.
Jest to spory problem dla poruszających się w tym rejonie osób - w żaden sposób nie jest możliwe, bezpieczne, dostanie się do dzielnicy (i to od żadnej ze stron) jeżeli nie posiadamy samochodu lub nie korzystamy z MPK.  Niejednokrotnie piesi, rowerzyści, czy coraz częściej biegacze narażeni są na poważny wypadek gdyż poruszają się po ""szybkiej"" jezdni. Niejednokrotnie kierowcy zauważają pieszych w ostatnim momencie. Niejednokrotnie również powstają niewyobrażalne korki ze względu na samochody nauki jazdy, które nie są w stanie wyprzedzić rowerzystów, którzy nie mają możliwości zjechania z drogi. Sytuację diametralnie pogarsza brak oświetlenia. Wieczorne ""wyjście"" z Brochowa jest po prostu niemożliwe - jest zbyt niebezpiecznie. 
Realizując ten projekt pomożemy wszystkim, od kierujących pojazdami, pieszych, biegaczy, rowerzystów po matki z dziećmi kończąc, które wreszcie będą mogły swobodnie dostać się np. do Parku Wschodniego.
Inwestycja ta może również bardzo pomóc w rozwoju tego obszaru miasta Wrocław.","[['files/attachments_2016/767/335591867c794643f777115f9e6718c4.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/a64739f3c4fb7895a82889c6f02365f8.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/f3a89c27be192e9a97082fb05575902f.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/e520728c7dadd7dc09c461da61eb8ed4.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/ea090422763206691d1b0ed319724515.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/2a938abfaa2cfcf04c8cd62b50acd63b.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/aa1705b1ba6832ed1470ae45281df2de.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/80762874625f001d0701253547428ef2.jpg', '\n\n\n\n\n'], ['files/attachments_2016/767/4b8698b944bcbd252d7c37b2d8267867.jpg', '\n\n\n\n\n']]"
426,niewybrany,898,Pogodny pasaż - Koncepcja zagospodarowania terenu wokół schronu przy ulicy Skarbowców we Wrocławiu ,43.8262806236,-1,750000,zieleń/rekreacja,do 750 000 zł,"Grabiszym-Grabiszynek, Krzyki-Partynice, Oporów, Klecina","Teren zielony między ulicami - Skarbowców a Pogodną , teren niebezpieczny, zaniedbany ze zdewastowanym schronem.","Koncepcja Pogodnego Pasażu została stworzona z myślą i na prośbę mieszkańców tego rejonu. Analiza problemów zgłoszonych na etapie poznawania terenu pozwoliła na stworzenie projektu przestrzeni zaspokajającej potrzeby wspólne. Projekt opiera się na szerszej wizji, ale priorytetem jest zabezpieczenie terenu schronu, żeby nie stwarzał zagrożenia. Do tego celu ma służyć oczyszczenie terenu z odpadów i uporządkowanie zieleni. Mieszkańcy chcieliby czystego, spokojnego i zielonego miejsca z utwardzonym przejściem komunikacyjnym. ","[['../wbo2016/files/attachments_2016/426/7d0a2368a3065857bfb57ddb31ef080d.docx', '\n\n\nFormularz poprawkowy(    12.54 KB)\n\n'], ['../wbo2016/files/attachments_2016/426/011b0e1fa811e53f76ed26e9e1f9f3a2.jpg', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/426/a3f179f52baf0dfb31688a3c6bf43baf.jpg', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/426/aba9a6f4ffffa9b9d2c218e295c9b664.jpg', '\n\n\n\n\n'], ['../wbo2016/files/attachments_2016/426/a8a27807ce4392ae066bd778476ce556.jpg', '\n\n\n\n\n']]"
477,wycofany,,"""Kangurek"" Plac zabaw ruchowych z mini boiskiem  ",0,1,250000,place zabaw,do 250 000 zł,"Zacisze-Zalesie-Szczytniki, Biskupin-Sępolno-Dąbie-Bartoszowice, Kowale, Strachocin-Swojczyce-Wojnów","adres: ul Murowana- brak numeru

numer geodezyjny działki : AR-17, 55","Celem projektu jest budowa placu do zabaw ruchowych dla dzieci i młodzieży. Będzie to pierwsza  tego typu inwestycja na Swojczycach i Kowalach.
  Projekt zakłada: 
- budowę mini boiska dla starszych dzieci, które posiadałoby kosze do koszykówki z regulowaną wysokością (zmienianą w zależności od grupy wiekowej dzieci), 
- wytyczone miejsce do gry w klasy,
-  stanowiska z równoważnią i zestawami sprawnościowymi położone na trawie (każde urządzenie zamontowane na specjalnej nawierzchni, łagodzącej upadki dzieci)
Ostateczna lokalizacja placu do zabaw ruchowych będzie ustalona na etapie koncepcji projektu budowlanego.
                          Beneficjentami inwestycji będą mieszkańcy osiedla Strachocin-Swojczyce-Wojnów,     
      mieszkańcy Kowal oraz nowych osiedli Olimpia Port i Nowy Port..  Zyskamy wyjątkowy obiekt, który umożliwi szeroką dostępność najmłodszym mieszkańcom osiedli w aktywnym uprawianiu sportu.
                  W przyszłości, kolejnym etapem może być rozbudowa obiektu o plac sportowy  dla 
     dorosłych, co pozwoliłoby na stworzenie niepowtarzalnego miejsca, zachęcającego mieszkańców do aktywności ruchowej, a tym samym sprzyjającego poprawie zdrowia i kondycji oraz przeciwdziałaniu aspołecznemu zachowaniu młodzieży.
Całkowity koszt wykonania projektu wynosi ok. 250.000zł.","[['files/attachments_2016/477/7fced781d45527eb0f32cf1b0868d1a9.pdf', '\n\n\nZałącznik nr 1(    418.83 KB)\n\n'], ['../wbo2016/files/attachments_2016/477/b9823ccbaa1e887c66925e93aa0251f1.odt', '\n\n\nFormularz poprawkowy(    68.98 KB)\n\n']]"
751,wycofany,,"Przystanek Rondo – szybko i wygodnie do tramwaju, przyjemnie i bezpiecznie na placu. PROJEKT WYCOFANY PRZEZ LIDERA ",0,4,300000,piesze/rowerowe,do 750 000 zł,"Gajowice, Powstańców Śląskich, Borek",plac Powstańców Śląskich,"Chcemy oddać Rondo mieszkańcom – ułatwić dostęp do komunikacji miejskiej i stworzyć ładną, wygodną i ciekawą przestrzeń. Dodatkowe przejścia z okolicznych ulic zwiększą bezpieczeństwo pieszych, a miejsce błotnistych ścieżek zajmą otoczone zielenią alejki z ławkami. Przystanek Rondo odżyje jako zielona wyspa i odzyska charakter z czasów świetności. 

Projekt przewiduje budowę wyniesionych przejść dla pieszych (ul. Zaporoska || Rondo, ul. B.Pretficza || Rondo, ul. Sudecka || Rondo, ul.Kamienna || Rondo), montaż ławek z oparciami, instalację latarni parkowych oraz nasadzenia drzew i krzewów.
",[]
46,wycofany,,",,Autobus mknie a  nie nie stoi"" Wydzielenie buspasa na ulicy Borowskiej od skrzyżowania z Kukuczki do Wieczystej  w kierunku północnym oraz od Ślicznej do Akademii Medycznej w kierunku południowym.  ",0,3,30000,komunikacja zbiorowa,do 250 000 zł,"Huby, Gaj, Tarnogaj",brak.,"Przyspieszy to mocno przejazd wielu linii autobusowych: 112,113,145,146,612 i codziennie tysięcy pasażerów komunikacji miejskiej pozwalając na oszczędność czasu a przewoźnikom na oszczędność paliwa.  Ponadto łatwi to dojazd dla karetek do Akademii Medycznej czy pojazdów Straży Pożarnej z remizy na ulicy Borowskiej.",[]
264,niewybrany,14,"Montaż przy ulicy Żernickiej 4 lamp na przystanku autobusowym lini 409 w  obudwu kierunkach ,Stacja Kolejowa Wrocław Żerniki. ",35.7142857143,0,100000,komunikacja zbiorowa,do 250 000 zł,"Muchobór Wielki, Żerniki, Jerzmanowo-Jarnołtów-Strachowice-Osiniec",brak.,Na przystanku autobusowym linii 409 nie ma oświetlenia drogowego. Jest tam niebezpiecznie z uwagi na pobliski park.,[]
557,wycofany,,Naprawa latarni przy ul. Kasprzaka ,0,1,1000,inne,do 250 000 zł,"Zacisze-Zalesie-Szczytniki, Biskupin-Sępolno-Dąbie-Bartoszowice, Kowale, Strachocin-Swojczyce-Wojnów",brak.,"Pomimo wielu próśb i zgłoszeń do Straży Miejskiej oraz ZDiUM nie udało się doprowadzić do naprawy latarni oświetlającej ulicę Kasprzaka. 
Po konsultacji z wieloma mieszkańcami uznaliśmy, że ostatnią szansą na naprawę oświetlenia stanowi zgłoszenie projektu do Wrocławskiego Budżetu Obywatelskiego.
",[]
709,niewybrany,21,Budowa sygnalizacji świetlnej na skrzyzowaniu przy ul. Kielczowskiej i łączniku Psie Pole obok cmentarza ,37.5714285714,-1,750000,drogowe,do 750 000 zł,"Pawłowice, Psie Pole-Zawidawie",brak.,"W celu poprawy bezpieczeństwa na drodze, ułatwienia kierowcom włączanie się na ul. Kiełczowską z łącznika Psie Pole, proszę o wybudowanie ronda lub postawienie sygnalizacji świetlnej. Dzięki temu obniżymy ilość kolizji drogowych i usprawniony powrót mieszkańców do domu po pracy.",[]
