id,status,votes,title,avg_age,polarity,budget,point/cost,points,category,level,district,detailed_localization,description,attachments
410,wybrany,857,Bezobsługowy kompleks wspinaczkowy na wolnym powietrzu. Buldering dla dzieci i zaawansowanych wspinaczy. ,0,4,100000,100000.0,1,rekreacja,do 150 tys. zł,Pilczyce-Kozanów-Popowice Płn.,"Park Zachodni, przy placu zabaw (Kozanów, AR_9, 5/3 lub Popowice AR_1, 2/9)","Budowa ogólnodostępnego, bezobsługowego kompleksu ścianek wspinaczkowych do bulderingu, umiejscowionego na terenie Parku Zachodniego, w pobliżu placu zabaw, na podłożu bezpiecznym (żwir lub piasek).


Ścianki do bulderingu wykonane będą z certyfikowanych, trwałych materiałów imitujących prawdziwą skałę.


Ścianka zostanie przygotowana według indywidualnego projektu tak, aby korzystać mogły z niej dzieci, a jednocześnie zaawansowani wspinacze. Ścianka bulderingowa nie wymaga obsługi i specjalistycznego nadzoru, co gwarantuje jej powszechną dostępność.


Buldering, to jedna z dyscyplin wspinaczkowych, polegająca na wspinaniu się do wysokości 3-4 metrów, bez użycia specjalistycznego sprzętu wspinaczkowego do asekuracji.


Wspinanie na sztucznych ścinach doceniono jako formę rekreacji i sportu w wielu krajach świata, również w Polsce. Ogromną zaletą wspinaczki jest jej wszechstronny, pozytywny wpływ na organizm człowieka. Uprawia się ją w gronie znajomych, w atmosferze dobrej zabawy, przy wysokim poziomie bezpieczeństwa. Stanowi możliwość treningu dla doświadczonych wspinaczy i jednocześnie zapewnia rekreację dla osób początkujących, amatorów, nie mających dotychczas żadnej styczności ze wspinaniem.


Wspinanie cieszy się dużą popularnością wśród dzieci. Sport ten zapewnia wspaniałą zabawę, wspomaga rozwój psychoruchowy, rozwija zapał aktywnego spędzania czasu.


Obecnie we Wrocławiu znajduje się już kilka ogólnodostępnych, komercyjnych obiektów wspinaczkowych w halach. Nie mają one jednak przewagi przebywania na świeżym powietrzu i wymagają opłat za wstęp.


Umiejscowienie w parku, przy placu zabaw zwiększy atrakcyjność Parku Zachodniego jako miejsca rekreacji. Będzie magnesem przyciągającym do niego kolejne osoby.",[]
433,niewybrany,389,Ścieżki rowerowe w centrum dzielnicy. ,0,0,500000,500000.0,1,rowery,od 500 tys. zł,Brochów,Centrum dzielnicy,"Nieustannie wzrastająca ilość budynków mieszkalnych zarówno jedno jak i wielorodzinnych w dzielnicy Brochów i jej bezpośrednim sąsiedztwie wywołuje potrzebę udostępnienia znaczącej w skali miasta liczbie mieszkańców zorganizowanej i logicznej sieci ścieżek rowerowych.
Obecnie ich brak stanowi duże utrudnienie komunikacyjne zarówno dla użytkowników dwóch kółek jak i  pojazdów wielośladowych. Poza seniorami zżytymi z dzielnicą pojawiła się licząca grupa osób mieszkających na Brochowie od niedawna, ale chcącymi poznawać i utożsamiać się z nowym otoczeniem, które głównie za sprawą swych pociech, penetrują wzdłuż i wszerz, a najczęściej ma to miejsce właśnie na rowerach.
Niestety wycieczki owe poza dostarczeniem mnóstwa wrażeń pozytywnych, napawają nieustanną obawą o bezpieczeństwo małego pasażera gdyż jakość dróg kołowych nie jest najlepsza, a brak ścieżek rowerowych nie daje szansy wyboru.",[]
416,wybrany,209,"Pas rowerowy na ul. Kazimierza Wielkiego, od św. Mikołaja do ul. Wierzbowej, po południowej stronie 
 ",0,0,100000,100000.0,1,rowery,od 500 tys. zł,Wrocław,ul. Kazimierza Wielkiego - od św. Mikołaja do ul. Wierzbowej,"Projekt zakłada stworzenie pasa rowerowego na ul. Kazimierza Wielkiego,  od ul.  św. Mikołaja do ul. Wierzbowej, po południowej stronie.","[['http://projekty-wbo.wroclaw.pl/files/attachments/416/416_1.pdf', '\n\n\nZałącznik nr 1\n\n']]"
23,niewybrany,2560,rewitalizacja PARK SKOWRONI  ,0,-2,1500000,1500000.0,1,zieleń miejska,150 tys. zł - 500 tys. zł,Gaj,Park Skowroni Wroclaw - Krzyki,"Park Skowroni to park położony w południowej części Wrocławia, pomiędzy osiedlami Gaj i Borek. Powierzchnia parku wynosi około 25 ha.  Park powinien zostać odnowiony. Niestety ten park został zapomniany przez Wrocławian z wielu czynnikow. Przedstawie Państwu mój pomysł aby znowu dać życie temu obiektowi :
1.Nowa nawierzchnia chodnikowa w samym parku jak i w ulicach przylegających do Parku (min. Aleja Armii Krajowej) zachęcajśc tym samo wejście do Parku. 
2. Oświetlenie - Oświetlenie  w Parku jest minimalne, w nocy wielu Wrocławian woli unikać tego miejsca gdyż brak oświetlenia nie zachęca nawet do skrócenia sb drogi przez park. Niestety zachęca smakoszy piwa.
3. Ławki i kosze na śmieci  - stare ławki niezachęcaja do zostania w Parku, niemożna tam nawet na chwile odpocząć od hałasu miasta. Brak koszy na śmieci powoduje ze jest tam dużo śmieci szczególnie puszek po piwie.
4. Więcej drzew  i krzewów - Ostatnio dużo drzew zostało wyciętych z Wrocławia może dobrym pomysłem byłoby zasadzenia nowych właśnie w tym parku. Ma niewiele miejsc pustych choc jednak je ma. 
5. Plac zabaw - odnowa lub budowa nowego w drugim miejscu.  Napewno przyciągnelo by to więcej rodziców.

Benificjenci 
1. Wroclawianie , my wszyscy !!
2. Napewno osoby starsze
3. Dzieci 
4. Firmy ktore zrealizuja ten projekt 
5. Dzialkowcy ",[]
31,niewybrany,963,Budowa sześciotorowej tartanowej bieżni do skoku w dal przy Szkole Podstawowej nr 61 ,0,0,234000,234000.0,1,edukacja,150 tys. zł - 500 tys. zł,Krzyki-Partynice,"Osiedle Krzyki-Partynice, ul. Skarbowców 8; 53-025 Wrocław, Teren Szkoły Podstawowej nr 61 im. Janusza Korczaka. Nr geodezyjny działki: obręb Krzyki AR_3 nr 70/2.","Projekt zakłada budowę 60 metrowej, 6 torowej tartanowej bieżni wraz z piaskownicą do skoków w dal.","[['http://projekty-wbo.wroclaw.pl/files/attachments/31/31_5.pdf', '\n\n\nZałącznik nr 1\n\n']]"
286,wybrany,148,Chodniki przy ulicy Jesionowej. ,0,0,100000,100000.0,1,droga,150 tys. zł - 500 tys. zł,Tarnogaj,Chodniki przy ul. Jesionowej od ul. Hubskiej do ul. Otmuchowskiej,"Chodniki zniszczone wieloletnim użytkowaniem, wykonane ze słabych materiałów, bardzo nierówne, pozapadane, stwarzające zagrożenie bezpieczeństwa użytkowników. Na wysokości skweru przy zbiegu ul. jesionowej, Kamiennej i Pięknej chodnik jest szczególnie zdewastowany, co sprawia, ze piesi udający się na przystanek tramwajowy, korzystają z \""chodnika\"" gruntowego, który w okresie opadów deszczu zamienia się w błotnistą ścieżkę. O ile pomysł nie przejdzie w głosowaniu, apel do Władz Miasta o wykonanie poza Budżetem Obywatelskim 2014 roku. ",[]
336,bd,,Grille Miejskie przy Wzgórzu Gajowym. ,0,0,67500,67500.0,1,rekreacja,do 150 tys. zł,Gaj,Świeradowska okolice nr 54 przy Wzgórzu Gajowym.,"Uważam, że nie tylko w północnej części Wrocławia (osiedla Karłowice-Różanka) powinny znajdować się publiczne stanowiska grillowe, ale również na południu naszego miasta. Dlatego zgłaszamy projekt realizacji publicznych grilli miejskich w okolicach osiedli Gaj oraz Tarnogaj. Beneficjentami projektu będą osoby nieposiadające przydomowego ogródka czy działki.  Projekt może być rozwiązaniem służącym odnawianiu więzi społecznych i integracji mieszkańców. Projekt różni się od tego na Karłowicach gdyż uwzględnia zachowanie Wzgórza Gajowego jako cennego  użytku ekologicznego i powinien zostać zrealizowany u jego podnóża. Aby podkreślić znaczenie użytku ekologicznego jakim jest Wzgórze Gajowe materiały z jakich powinna zostać wykonana mała architektura (ławki, stoły itp.) powinny być albo ekologiczne albo pochodzić z odzysku. Natomiast do rozjaśniania półmroku powinny zostać wykorzystane lampy solarne.",[]
277,bd,,Modernizacja ciągów pieszo-rowerowych wzdłuż ul. Komandorskiej wraz z wytyczeniem i remontem istniejących miejsc postojowych. ,0,0,1233872,1233872.0,1,droga,od 500 tys. zł,Powstańców Śląskich,"ul. Komandorska 30-66 - strona parzysta; Obręb Południe, dz. nr 1/3 AM16, 17/1 AM15, 16/2 AM24",wniosek zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/277/277_1.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/277/277_2.pdf', '\n\n\nZałącznik nr 2\n\n']]"
218,niewybrany,435,"Oświetlenie boiska i bieżnia dla uczniów przy SP 39 na Pawłowicach
 ",0,0,350000,350000.0,1,edukacja,do 150 tys. zł,Pawłowice,"Obręb Pawłowice, działka nr 9/2, SP nr 39, Przedwiośnie 47","Projekt zgłoszony w wersji papierowej, na etapie konsultacji rozszerzono jego zakres o budowę bieżni.","[['http://projekty-wbo.wroclaw.pl/files/attachments/218/218_0.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/218/218_2.pdf', '\n\n\nZałącznik nr 2\n\n']]"
143,wybrany,248,Uzupełnienie oświetlenia o cztery lampy w celu poprawienia bezpieczeństwa na ul. Morskiej od nr 13-25 we Wrocławiu  ,0,-1,80000,80000.0,1,droga,do 150 tys. zł,Kuźniki,"Wrocław, ul. Morska od nr 13-25  Kuźniki","Uzupełnienie oświetlenia na części ul. Morskiej  nr 13-25  jest koniecznym warunkiem zwiększenia poprawy bezpieczeństwa zupełnie nie oświetlonej części ulicy. Ulica jest nieutwardzona, wyboista, nierówna, brak oświetlenia powoduje szczególnie bezpośrednie zagrożenie upadkiem, dla zmuszonych do poruszania się w ciemności osób starszych i dzieci. Ulicę przedziela plac z nasadą dużych drzew, gdzie w ciemnych partiach brak oświetlenia sprzyja gromadzeniu się grup osób spożywających alkohol. Wszyscy mieszkańcy tej ulicy apelują od wielu lat o poprawę warunków bezpieczeństwa, które może zapewnić uzupełnienie brakującego oświetlenia na ulicy.  ",[]
150,bd,,"Odtworzenie kładki na rzece Widawie, osiedle Zgorzelisko ",0,0,350000,350000.0,1,inne,150 tys. zł - 500 tys. zł,Psie Pole-Zawidawie,"kontynuacja ulicy Iwana Franki, dalej ścieżki prowadzącej przez wały nad rzekę Widawę. Łącząca bezpośrednio osiedla Zgorzelisko i Kowale",projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/150/150_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
124,niewybrany,873,"Modernizacja skrzyżowania ul. Hermanowskiej z ul. Koszalińską i ul. Kołobrzeską, w celu poprawy bezpieczeństwa pieszych i kierowców. ",0,-2,900000,900000.0,1,droga,od 500 tys. zł,Kuźniki,"Dz. Nr.1; 40.2; 18.3; 40.3;  97.2 ; 3.3; 3.5; 2.2 - ul. Hermanowska, ul. Koszalińska. ul. Kołobrzeska","Potrzeba modernizacji skrzyżowania zgłaszana była przez mieszkańców do Rady Os. wielokrotnie i od kilku lat poruszana w różnych jednostkach UM - dokumentacja do wglądu w Radzie Os.Kuźniki. Skrzyżowanie jest kluczowym elementem ruchu pieszych, samochodów os.oraz komunikacji miejskiej i generuje coraz większą ilość kolizji i wypadków-( w 2013 wzrost o 150% do roku 2012). Dodatkowym elementem intensyfikującym ruch w osi ulicy Kołobrzeskiej i ul. Koszalińskiej jest fakt zamknięcia 07.2013r. wiaduktu na ul. Chociebuskiej. Ruch komunikacji miejskiej i samochodów przyjmuje na wlotach ul. Kołobrzeska i ul. Koszalińska, który intensyfikuje się na skrzyżowaniu z ul. Hermanowską.
Potrzebę realizacji projektu dyktuje również perspektywa kolejnych inwestycji na Osiedlu Kuźniki, która wygeneruje dodatkową ilość mieszkańców (aktualnie jest to ok 7 tys.osób), co przy braku możliwych alternatywnych dróg przez Osiedle będzie zwiększony ruch.
- Koszt budowy sygnalizacji jest nieporównywalnie niższy od budowy mostów drogowych i estakad oraz kosztów pozyskania terenu pod ich budowę). (http://www.zdium.wroc.pl/view/index/142 ) W przypadku tej inwestycji to kluczowy argument- otaczające skrzyżowanie działki to własność Skarbu Państwa, Kolei lub inwestorów prywatnych. Aktualnie sytuacja wymaga interwencji w kwestii poprawy bezpieczeństwa - po konsultacji z przedstawicielami Wydziału Inż. Miejskiej chcemy zachować istniejący łącznik (chociaż były prowadzone również starania o budowę ronda) i uzupełnić skrzyżowanie o budowę sygnalizacji świetlnej, służącej bezpieczeństwu dzieci w drodze do szkoły, oraz wszystkich mieszkańców Osiedla Kuźniki","[['http://projekty-wbo.wroclaw.pl/files/attachments/124/124_0.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/124/124_1.pdf', '\n\n\nZałącznik nr 2\n\n']]"
42,niewybrany,1929,Modernizacja Obiektów Lekkoatletycznych przy Gimnazjum nr 20 we Wrocławiu ,0,-2,800000,800000.0,1,edukacja,150 tys. zł - 500 tys. zł,Biskupin-Sępolno-Dąbie-Bartoszowice,"ul.Fryderyka Pautscha 9, miasto Wrocław, obręb Biskupin, nr 10, AM9","Na terenie przynależnym do Gimnazjum nr 20 istnieją doskonałe warunki do uprawiania lekkiej atletyki, jednak istniejący obiekt należy zmodernizować. Niezbędna jest zmiana nawierzchni bieżni, skoczni w dal, budowa rzutni do pchnięcia kulą, koniecznych w obecnych czasach do prowadzenia bezpiecznego szkolenia młodych lekkoatletów i prowadzenia zajęć szkolnych. W zakres prac wchodzi również zmiana nawierzchni boiska do koszykówki, położonego wewnątrz bieżni i budowa piłkochwytów przy boisku do piłki nożnej. Na Biskupinie jest duże zapotrzebowanie na tego typu obiekt. Przy szkole od lat istnieje sekcja lekkoatletyczna, której młodzież osiąga znaczące wyniki na Mistrzostwach Dolnego Śląska i Mistrzostwach Polski. Obok sali gimnastycznej jest miejsce na budowę 6 urządzeń siłowni zewnętrznej. Modernizacja obiektu stworzy mieszkańcom Biskupina możliwość amatorskiego uprawiania sportu i aktywnego spędzania wolnego czasu. ","[['http://projekty-wbo.wroclaw.pl/files/attachments/42/42_9.pdf', '\n\n\nZałącznik nr 4\n\n']]"
408,niewybrany,146,Budowa chodnika ,0,0,850000,850000.0,1,droga,do 150 tys. zł,Żerniki,ul.Strachowicka Wrocław,Przy ulicy Strachowickiej nie ma chodnika.,"[['http://projekty-wbo.wroclaw.pl/files/attachments/408/408_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
255,bd,,"KRZYKI - AKTYWNIE, BEZPIECZNIE, SZCZĘŚLIWIE. PLAC ZABAW I REKREACJI DLA DZIECI. KRZYCKA/SKARBOWCÓW. ",0,0,95450,95450.0,1,rekreacja,do 150 tys. zł,Krzyki-Partynice,"Wrocław, ul. Skarbowców, Obręb Krzyki, okolice AM-10 dz. nr 2/6, 3/5, 5/10, 12/6, 13/3, 14/2.","W NAJBLIŻSZEJ OKOLICY (KRZYCKA, SKARBOWCÓW, PRZYJAŹNI) MIESZKA KILKA TYSIĘCY OSÓB. OSIEDLE DYNAMICZNIE SIĘ ROZBUDOWUJE ? W OSTATNICH 2 LATACH PONAD 10 NOWYCH BUDYNKÓW WIELORODZINNYCH, W KOLEJNYCH LATACH ZGODNIE Z MPZP POWSTANĄ NOWE. 
MIESZKAŃCOM SZCZEGÓLNIE BRAKUJE PLACU REKREACJI, ZABAW SŁUŻĄCYCH AKTYWNEMU WYPOCZYNKOWI I CO BARDZO WAŻNE - INTEGRACJI SPOŁECZNEJ. AKTUALNIE DZIECI SPĘDZAJĄ CZAS W DOMACH, W GARAŻACH PODZIEMNYCH, NA PARKINGACH I DZIKICH, NIEBEZPIECZNYCH NIEUŻYTKACH. NAJBLIŻSZE PLACE ZABAW SĄ ODDALONE OD OSIEDLA I W PRAKTYCE MOGĄ BYĆ WYKORZYSTYWANE TYLKO W WEEKENDY.
PLANUJEMY STWORZYĆ MIEJSCE, GDZIE RODZICE I DZIECI SZCZĘŚLIWIE SPĘDZALIBY CZAS W CENTRUM OSIEDLA. ZNAJDZIE SIĘ TAM OGRODZONY PLAC O BEZPIECZNEJ NAWIERZCHNI, A NA NIM M.IN. HUŚTAWKI, PIASKOWNICA, KARUZELE, ZJEŻDŻALNIA, STÓŁ DO TENISA STOŁOWEGO, ŁAWKI. DZIĘKI TEMU DZIECI Z PRZYJEMNOŚCIĄ BĘDĄ PRZEBYWAŁY NA ŚWIEŻYM POWIETRZU, NAWIĄZANE ZOSTANĄ NOWE ZNAJOMOŚCI. WSZYSTKO TO W BEZPIECZNYM, CIEKAWYM, ESTETYCZNYM I PRZYJEMNYM MIEJSCU. ",[]
436,wybrany,592,Rondo na skrzyżowaniu ulic Semaforowej z Centralną. ,0,0,50000,50000.0,1,droga,od 500 tys. zł,Brochów,"Wrocław, obręb Brochów, AR 16, 50/3, skrzyżowanie ulic Semaforowej z Centralną","Nieustannie wzrastająca ilość budynków mieszkalnych zarówno jedno jak i wielorodzinnych w dzielnicy Brochów i jej bezpośrednim sąsiedztwie wywołuje potrzebę usprawnienia przebiegu komunikacji kołowej. Szczególnie obciążona jest ulica Semaforowa gdyż od skrzyżowania z ulicą Centralną w stronę osiedli Grafitowego i Parkowego staje się ona ślepą ulicą.
Po pojawieniu się przedszkola problem przepustowości przedmiotowego skrzyżowania nasilił się bardzo znacząco. Ponadto wzajemny układ krzyżujących się ulic nie umożliwia pełnej widoczności  kierowcom pojazdów często doprowadzając do kolizji drogowych. Istotnym utrudnieniem jest również duża ilość pojazdów Nauki Jazdy, ze zrozumiałych względów spowalniających ruch, szczególnie w okresie porannego przesilenia. Wprowadzenie bezkolizyjnego ronda w miejsce istniejącego, źle funkcjonującego skrzyżowania, poprawiłoby znacząco sytuację przepustowości i płynności ruchu, co dałoby się odczuć w całej dzielnicy Brochów.
",[]
435,niewybrany,253,Centrum sportowo- rekreacyjne ,0,1,1000000,1000000.0,1,sport,od 500 tys. zł,Strachocin-Swojczyce-Wojnów,"Strachocin, AM-2 72/7, w pobliżu ul. Osadniczej","Centrum rekreacyjno sportowe słuzyc będzie głównie mieszkańcom osiedla Strachocin Wojnów. Projekt składa sie z :
boiska wielofunkcyjnego o wymiarach 28x40
boisko do piłki ręcznej, koszykówki, siatkówki, kortu tenisowego. Dodatkowo projektuje sie kort tenisowy. Obok będzie siłownia- fitnes na wolnym powietrzu. całość będzie oświetlona. Do centrum przewiduje sie budowę drogi bitumicznej.","[['http://projekty-wbo.wroclaw.pl/files/attachments/435/435_3.pdf', '\n\n\nZałącznik nr 1\n\n']]"
225,niewybrany,59,Utwardzenie podwórza ,0,-2,200000,200000.0,1,inne,150 tys. zł - 500 tys. zł,Tarnogaj,"Piękna 44-54, Nr 7/AM-2 (obręb Tarnogaj)","Teren znajduje się w Zarządzie Wrocławskie Mieszkania Sp. z o.o. Działka obejmuje teren podwórka i ogródków działkowych dzierżawionych przez mieszkańców kamienicy od nr 44-55. Zgłaszam część terenu stanowiącego podwórze, które jest nieutwardzone, gdzie w okresie opadów deszczu lub śniegu zamienia się ono w grząskie błoto, bez możliwości przejścia do kontenera z odpadami.
Samochody które wywożą odpady komunalne dodatkowo pogarszają sytuację (powstają koleiny).
Prosimy o utwardzenie terenu wokół budynku, a o ile projekt mógłby nie zostać zakwalifikowany do realizacji w ramach Budżetu Obywatelskiego na rok 2014 to prosimy o jego wykonanie przez spółkę Wrocławskie Mieszkania ze środków przeznaczonych na remonty.
Bardzo prosimy o pozytywne rozpatrzenie naszego wniosku.","[['http://projekty-wbo.wroclaw.pl/files/attachments/225/225_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
303,niewybrany,488,Wesoła Gromadka piękna i bezpieczna ,0,1,400000,400000.0,1,edukacja,150 tys. zł - 500 tys. zł,Gądów-Popowice Płd.,Działka przy Przedszkolu nr 122,"Modernizacja posesji przedszkola mająca zapewnić dzieciom i pozostałej społeczności przede wszystkim bezpieczeństwo, ale także poprawić estetykę i funkcjonalność działań Wesołej Gromadki. Przedszkole powstało w roku 1979.
1. Wymiana ogrodzenia -  wskazana jest z uwagi na zły stan techniczny (przerdzewiałe przęsła, liczne ubytki, ogrodzenie jest zbyt niskie ( 90cm ), co jest powodem przeskakiwania przez osoby postronne na teren ogrodu , a tym samym dewastacje, zniszczenia urządzeń oraz roślinności. 
2.Wymiana chodnika - obecny chodnik to płyta betonowa, popękana, z licznymi ubytkami, uskokami. Stwarza duże niebezpieczeństwo dla licznie korzystających osób.
3. Doposażenie ogrodu przedszkolnego w urządzenia zabawowe drewniane- obecnie istniejące zostały postawione z inicjatywy Rodziców, ale pomimo częstych zabiegów konserwacyjnych są już wyeksploatowane. Postawienie nowych urządzeń wiązać się będzie z przystąpieniem przedszkola do projektu \""Szare na zielone\"" .","[['http://projekty-wbo.wroclaw.pl/files/attachments/303/303_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
345,niewybrany,519,PLAC ZABAW GAJ przy ul. Piławskiej ,0,-3,500000,500000.0,1,plac zabaw,do 150 tys. zł,Gaj,"Gaj, działka nr 119/2","Plac zabaw dla osiedli znajdujących się w sąsiedztwie ul. Piławskiej, Radkowskiej, Strońskiej. Osiedla w tym rejonie nie mają na swoim terenie miejsca gdzie dzieci w wieku 3-12 lat  mogą spędzać czas. Plac znajdowałby się w korzystnej lokalizacji dla wszystkich nieruchomości w miejscu gdzie powstają również nowe osiedla. Obecnie teren ten est zaniedbany, porośnięty wysoką trawą i krzakami, co sprzyja powstawaniu dzikiego wysypiska śmieci. Plac zabaw w tym miejscu wpłynąłby na urozmaicenie i uatrakcyjnienie terenu Wrocławia, a szczególnie osiedla GAJ.",[]
189,bd,,Budowa ciągu pieszego wzdłuż ul. Płaskiej ,0,1,250000,250000.0,1,droga,150 tys. zł - 500 tys. zł,Żerniki,ul. Płaska,Wybudowana od podstaw ul. Płaska we Wrocławiu wzdłuż AOW nie otrzymała ciągu pieszego na jej całej długości. Z osiedla Żerniki nie ma żadnej utwardzonej ścieżki pieszej do ul. Granicznej. Inwestycja zwiększy komfort życia mieszkańców.,[]
115,niewybrany,386,"Modernizacja Miejsca do Wypoczynku dla Dzieci, Młodzieży i Seniorów między ul. Jęczmienną a ul. Pszenną Wrocław ",0,0,400000,400000.0,1,rekreacja,150 tys. zł - 500 tys. zł,Przedmieście Świdnickie,"Plac zabaw między ul. Jęczmienną a ul. Pszenną, nr geodezyjny: 8/23",Projekt zgłoszony w wersji papierowej,"[['http://projekty-wbo.wroclaw.pl/files/attachments/115/115_1.pdf', '\n\n\nZałącznik nr 1\n\n'], ['http://projekty-wbo.wroclaw.pl/files/attachments/115/115_2.pdf', '\n\n\nZałącznik nr 2\n\n']]"
360,niewybrany,609,Ścieżka rowerowa łącząca osiedle Sołtysowice z osiedlem Karłowice oraz skrzyżowaniem ul. Krzywoustego i ul. Poprzecznej. ,0,2,1300000,1300000.0,1,rowery,od 500 tys. zł,Sołtysowice,"Głównie teren osiedla Sołtysowice (Wrocław, Psie Pole), przedmiotowa ścieżka miałaby przebiegać ulicami: Sołtysowicką, Poprzeczną, Czajkowskiego, Pzybyszewskiego i Koszarową.","Potrzeba wykonania ścieżki, łączącej osiedle Sołtysowice z pozostałymi szlakami komunikacji rowerowej odczuwam głównie z powodu niepełnosprawnego brata. Z wielkim trudem nauczyłem go kilka lat temu jeździć na rowerze. Jest to osoba z Zespołem Downa, która jako nieliczna spośród ludzi z tym schorzeniem jest w stanie wykorzystywać rower do rehabilitacji. Od siedmiu lat uczęscza on na warsztaty terapii zajęciowej, znajdujące się przy ul. Kasprowicza. Często, jeżeli tylko pozwala na to stan zdrowia oraz pogoda, udajemy się na wspomniane zajęcia na rowerach. Beneficjentów takiej inwestycji jest więcej. Umożliwi to młodzieży oraz studentom licznie zamieszkującym nasze osiedle sprawne połączenie z pozostałymi częściami miasta. Z oczywistych powodów przyczyni się do poprawienia bezpieczeństwa na drogach Wrocławia. Bezpośrednio wpłynie na rozładowanie ruchu w okolicy ul. Redyckiej. (Należy przy tym pamiętać, ze jest to połączenie z obwodnicą miejska i autostradowa Wrocławia). Dodatkowo przy ul. Wojaczka położonej bezpośrednio przy trasie planowanej ścieżki, powstaje nowe osiedle dziewięciu bloków. Zamieszkiwać je będzie około 2.000 osób. Planowana ścieżka uatrakcyjni podany teren oraz podniesie poziom zadowolenia z wyboru lokalizacji u nowych mieszkańców. Będzie to również kolejna z zalet działek w okolicy ul. Soltysowickiej, które wg planów zagospodarowania terenu, maja zostać zurbanizowane w najbliższych latach. Powstanie kolejnych kilometrów dróg rowerowych poprawi wizerunek Wrocławia, jako miasta ekologicznego, idącego z duchem czasu oraz wychodzącym naprzeciw potrzebom ludzi w każdym wieku, promującego sportowy i zdrowy tryb życia.",[]
17,niewybrany,989,Remont nawierzchni ścieżki rowerowej na ul Królewieckiej ,0,0,200000,200000.0,1,rowery,150 tys. zł - 500 tys. zł,Maślice,Ścieżka rowerowa jest ulokowana w ciągu chodnika ulicy Królewieckiej miądzy RONDEM przy stadionie a Biedronką.,Ścieżka rowerowa powstała kilka lat temu w ramach budowy ul.Królewieckiej wymaga dzić wymiany nawierzchni. Nawierzchnia jest popękana i ma znaczące ubytki co stanowi niebezpieczeństwo dla poruszających się nią ludzi. Narażone są tu głównie dzieci z moich obserwacji. ,[]
369,niewybrany,162,"Skwer rekreacyjny dla seniorów i dzieci ul. Klecińska / Francuska,  za ekranami ",0,0,225000,225000.0,1,rekreacja,do 150 tys. zł,Muchobór Mały,FRAGMENT DZIAŁKI: Identyfikator: 026401_1.0037.AR_8.241/1  Ksiega wieczysta:WR1K/00270714/1,Przewiduje się utworzenie małego skweru z seniorów i dzieci za ekranami na rogu ul. Klecińskiej i Francuskiej. Obecnie jest to niezagospodarowany trawnik. Posiadający czynne i sprawne oświetlenie uliczne. ,"[['http://projekty-wbo.wroclaw.pl/files/attachments/369/369_0.pdf', '\n\n\nZałącznik nr 1\n\n']]"
146,bd,,SKATEPLAZA DLA WROCŁAWIA ,0,3,1500000,1500000.0,1,rekreacja,od 500 tys. zł,Klecina,"AR_14, 2/2","Chciałbym zgłosić projekt budowy skateparku.To nie pierwszy tego typu projekt, niestety do tej pory nie udało się żadnego zrealizować.Próbuję po raz kolejny ze względu na to, iż wierzę, że będzie miało to pozytywny oddźwięk wśród młodych ludzi,a zarazem wiem ilu wrocławian czeka na to od lat.
Można by sądzić, że Wrocław jest przygotowany pod względem obiektów sportowo-rekreacyjnych, jednak niewiele z nich jest przystosowanych do sportów ekstremalnych.Brakuje miejsca dla rozwoju wrocławskiej sceny sportów ekstremalnych.Jedyne miejsce tego rodzaju miejsce to kryty skatepark przy ul.Legnickiej. Niestety nie jest on odpowiednio przygotowany do korzystania z niego w lecie.Na hali panuje ?ukrop?,który jest na tyle uciążliwy, że uniemożliwia uprawianie sportu.Dodatkowym aspektem jest opłata za użytkowanie hali. Stosunkowo minimalna,ale nie każdego stać na regularne korzystanie z obiektu.Oczywiste jest, że utrzymanie tego typu obiektu wymaga ponoszenia kosztów, w przeciwieństwie do skateparku na świeżym powietrzu.Ze względu na brak miejsc wyznaczonych i przystosowanych do uprawiania sportów ekstremalnych, ich pasjonaci korzystają z elementów architektury miejskiej. Użytkowanie przestrzeni publicznej w ten sposób jest nie legalne.Wiąże się to interwencjami służb publicznych, uzasadnionymi niszczeniem mienia. Pasjonaci są gotowi ponieść konsekwencje dla możliwości dalszego rozwoju.Sporty ekstremalne w dzisiejszych czasach są coraz bardziej popularne. Młodzi ludzie szukają alternatyw dla pasywnego spędzania czasu wolnego.Zgadzam się ze słowami posła Michała Jarosa:?Uważam, że takie inicjatywy warto wspierać. Sport, szczególnie w trudnym środowisku, może wiele zmienić w życiu młodego człowieka?.",[]
